-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 03/31/2021 
Location: Latitude  -17.3556   Longitude 30.1809 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1140.31 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
PS              MERRA-2 Surface Pressure (kPa) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
WD2M            MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
 YEAR  MO  DY  HR   T2M  T2MDEW  T2MWET  QV2M   RH2M  PRECTOTCORR    PS  WS2M   WD2M  WS10M  WD10M
 2021   1  21   8 23.06   19.44   21.26 15.99  79.94         0.02 88.71  2.91  55.07   4.61  55.15
 2021   1  21   9 25.15   18.82   21.99 15.38  67.81         0.02 88.68  3.16  55.37   4.92  55.48
 2021   1  21  10 26.55   18.67   22.61 15.26  61.94         0.04 88.63  3.04  57.04   4.70  57.08
 2021   1  21  11 27.40   18.69   23.05 15.26  59.00         0.06 88.58  2.86  59.30   4.39  59.37
 2021   1  21  12 27.80   18.80   23.30 15.38  58.00         0.09 88.54  2.64  61.54   4.02  61.59
 2021   1  21  13 27.98   18.87   23.42 15.44  57.62         0.17 88.49  2.44  62.94   3.71  63.06
 2021   1  21  14 27.79   18.78   23.28 15.38  57.94         0.26 88.44  2.26  63.97   3.46  64.01
 2021   1  21  15 27.26   18.82   23.05 15.44  59.88         0.33 88.42  2.03  65.41   3.15  65.40
 2021   1  21  16 26.42   19.23   22.83 15.81  64.56         0.28 88.44  1.69  63.32   2.72  63.21
 2021   1  21  17 25.22   19.91   22.56 16.48  72.38         0.18 88.48  1.25  55.91   2.22  55.92
 2021   1  21  18 23.02   20.41   21.72 17.03  85.19         0.08 88.48  0.73  37.61   1.73  36.20
 2021   1  21  19 22.09   19.98   21.04 16.54  87.69         0.02 88.51  0.63  24.03   1.64  25.10
 2021   1  21  20 21.61   19.80   20.70 16.36  89.31         0.02 88.60  0.62  46.02   1.59  46.00
 2021   1  21  21 21.08   19.68   20.38 16.24  91.56         0.02 88.65  0.58  51.58   1.53  50.19
 2021   1  21  22 20.83   19.69   20.26 16.24  93.06         0.02 88.66  0.54  45.59   1.37  44.08
 2021   1  21  23 20.58   19.70   20.14 16.24  94.62         0.05 88.62  0.62  37.30   1.37  37.59
 2021   1  22   0 20.29   19.62   19.95 16.17  95.75         0.11 88.57  0.81  41.08   1.59  41.03
 2021   1  22   1 19.76   19.33   19.55 15.87  97.19         0.20 88.54  0.85  56.60   1.74  56.74
 2021   1  22   2 19.47   19.08   19.28 15.69  97.50         0.28 88.52  0.95  69.33   1.95  69.39
 2021   1  22   3 19.46   19.03   19.25 15.62  97.19         0.25 88.51  0.98  75.63   1.89  75.16
 2021   1  22   4 19.20   18.82   19.01 15.38  97.44         0.13 88.51  0.91  87.55   1.78  86.49
 2021   1  22   5 18.72   18.41   18.57 15.01  97.94         0.07 88.55  1.01 102.96   2.02 102.96
 2021   1  22   6 19.78   18.90   19.34 15.44  94.62         0.04 88.59  2.14 107.64   3.49 107.99
 2021   1  22   7 21.28   19.05   20.16 15.62  86.94         0.03 88.62  2.68 104.32   4.26 104.55
 2021   1  22   8 22.75   18.41   20.58 15.01  76.44         0.02 88.64  2.80 100.62   4.36 100.85
 2021   1  22   9 23.48   18.18   20.83 14.77  72.06         0.03 88.64  2.55  98.97   3.92  99.18
 2021   1  22  10 24.01   18.23   21.12 14.83  70.06         0.04 88.60  2.24  99.82   3.40  99.92
 2021   1  22  11 24.99   18.51   21.75 15.08  67.19         0.06 88.52  1.88 105.65   2.78 105.48
 2021   1  22  12 25.95   18.78   22.37 15.38  64.56         0.12 88.45  1.48 120.76   2.13 120.71
 2021   1  22  13 26.40   18.84   22.62 15.44  63.12         0.17 88.39  1.34 142.33   1.92 142.43
 2021   1  22  14 26.24   18.84   22.54 15.44  63.75         0.19 88.34  1.45 156.88   2.14 156.80
 2021   1  22  15 25.77   19.08   22.43 15.69  66.50         0.24 88.32  1.47 160.80   2.23 160.55
 2021   1  22  16 25.32   19.68   22.50 16.30  70.94         0.25 88.34  1.33 156.14   2.14 155.59
 2021   1  22  17 24.56   19.97   22.26 16.60  75.56         0.22 88.36  1.15 148.57   2.11 148.02
 2021   1  22  18 22.51   20.09   21.30 16.72  86.12         0.16 88.39  0.70 141.34   1.81 139.91
 2021   1  22  19 21.52   19.59   20.56 16.17  88.62         0.11 88.40  0.89 130.00   2.14 129.81
 2021   1  22  20 20.95   19.15   20.05 15.75  89.31         0.07 88.43  1.37 122.70   2.81 122.63
 2021   1  22  21 20.29   18.47   19.38 15.08  89.19         0.04 88.47  1.81 119.78   3.48 119.44
 2021   1  22  22 19.22   17.76   18.49 14.40  91.12         0.02 88.47  1.80 117.46   3.41 117.15
 2021   1  22  23 18.19   16.97   17.58 13.73  92.50         0.01 88.44  1.69 113.72   3.18 113.73
 2021   1  23   0 17.32   16.29   16.80 13.12  93.62         0.01 88.41  1.33 108.43   2.63 108.33
 2021   1  23   1 16.62   15.76   16.19 12.70  94.56         0.01 88.39  1.02 104.68   2.17 104.79
 2021   1  23   2 16.05   15.30   15.68 12.33  95.25         0.00 88.38  0.88 105.52   1.96 105.69
 2021   1  23   3 15.63   14.94   15.28 12.02  95.50         0.00 88.40  0.84 109.62   1.95 109.67
 2021   1  23   4 15.53   14.79   15.15 11.90  95.19         0.03 88.43  0.96 114.90   2.12 115.25
 2021   1  23   5 15.93   15.04   15.48 12.08  94.31         0.06 88.47  1.28 117.19   2.55 117.59
 2021   1  23   6 17.44   15.86   16.65 12.76  90.31         0.07 88.49  2.09 118.29   3.40 118.51
 2021   1  23   7 20.25   17.33   18.80 14.04  83.19         0.06 88.46  1.80 125.48   2.73 125.79
 2021   1  23   8 23.94   17.49   20.72 14.16  67.12         0.03 88.42  1.41 144.72   2.06 145.35
 2021   1  23   9 26.14   17.40   21.76 14.10  58.56         0.01 88.41  1.22 172.28   1.77 172.91
 2021   1  23  10 27.49   17.65   22.58 14.34  54.94         0.02 88.36  1.19 200.69   1.72 201.32
 2021   1  23  11 28.21   18.04   23.12 14.71  53.94         0.03 88.28  1.65 230.75   2.42 230.76
 2021   1  23  12 28.28   18.34   23.31 15.01  54.81         0.06 88.20  2.13 242.03   3.18 242.05
 2021   1  23  13 28.00   18.53   23.26 15.20  56.38         0.08 88.16  2.34 249.69   3.56 249.58
 2021   1  23  14 27.51   18.62   23.06 15.26  58.31         0.11 88.11  2.47 254.43   3.82 254.34
 2021   1  23  15 26.56   18.83   22.69 15.50  62.44         0.10 88.07  2.42 253.90   3.84 253.70
 2021   1  23  16 25.73   19.20   22.46 15.87  67.19         0.11 88.08  2.28 251.19   3.69 250.95
 2021   1  23  17 24.37   19.99   22.18 16.66  76.50         0.11 88.13  1.65 250.02   2.83 249.81
 2021   1  23  18 22.34   20.46   21.40 17.15  89.00         0.10 88.17  0.92 252.65   1.99 252.42
 2021   1  23  19 21.58   20.25   20.91 16.91  92.00         0.10 88.20  0.84 260.36   1.89 260.23
 2021   1  23  20 21.29   20.09   20.69 16.72  92.81         0.09 88.23  0.99 271.35   1.96 271.37
 2021   1  23  21 20.87   19.82   20.34 16.42  93.56         0.10 88.26  1.36 282.92   2.48 282.76
 2021   1  23  22 20.46   19.68   20.07 16.30  95.12         0.12 88.26  1.66 292.45   2.89 292.55
 2021   1  23  23 20.21   19.59   19.90 16.24  96.00         0.16 88.21  1.77 297.92   3.06 298.00
 2021   1  24   0 20.03   19.48   19.76 16.11  96.56         0.24 88.14  1.76 299.74   3.07 299.76
 2021   1  24   1 19.87   19.40   19.64 16.05  96.94         0.28 88.10  1.57 298.86   2.79 298.79
 2021   1  24   2 19.73   19.32   19.52 15.93  97.31         0.28 88.10  1.31 297.33   2.40 297.15
 2021   1  24   3 19.58   19.23   19.40 15.87  97.62         0.30 88.14  1.06 297.32   2.03 296.57
 2021   1  24   4 19.50   19.15   19.32 15.75  97.69         0.30 88.21  1.01 300.74   1.96 299.94
 2021   1  24   5 19.42   19.07   19.25 15.69  97.69         0.19 88.29  1.06 303.92   2.04 303.45
 2021   1  24   6 19.90   19.26   19.58 15.87  96.00         0.06 88.34  1.61 308.88   2.66 308.21
 2021   1  24   7 20.72   19.30   20.01 15.93  91.56         0.03 88.35  1.48 311.36   2.29 310.43
 2021   1  24   8 22.76   18.67   20.72 15.32  77.69         0.02 88.35  1.09 307.44   1.59 306.59
 2021   1  24   9 25.51   18.12   21.82 14.77  63.62         0.05 88.33  1.10 285.22   1.57 284.45
 2021   1  24  10 26.95   18.26   22.60 14.89  58.88         0.08 88.30  1.42 287.64   2.03 287.46
 2021   1  24  11 27.60   18.52   23.06 15.14  57.69         0.13 88.26  1.74 299.68   2.52 299.50
 2021   1  24  12 27.80   18.73   23.26 15.38  57.75         0.16 88.21  2.02 309.66   2.97 309.46
 2021   1  24  13 27.58   18.73   23.15 15.38  58.44         0.17 88.17  2.19 318.18   3.27 318.00
 2021   1  24  14 27.18   18.73   22.96 15.38  59.88         0.25 88.12  2.17 327.34   3.27 327.37
 2021   1  24  15 26.47   18.87   22.67 15.50  63.00         0.31 88.10  2.13 337.85   3.31 338.22
 2021   1  24  16 25.08   19.51   22.30 16.17  71.12         0.40 88.12  1.98 348.87   3.21 349.35
 2021   1  24  17 23.47   20.19   21.83 16.85  81.69         0.38 88.19  1.77 359.49   2.98 359.55
 2021   1  24  18 21.90   20.29   21.09 16.91  90.38         0.31 88.28  1.58   9.98   2.85   9.62
 2021   1  24  19 21.07   20.12   20.60 16.72  94.19         0.24 88.37  1.69  18.35   3.02  18.06
 2021   1  24  20 20.55   19.86   20.20 16.48  95.62         0.24 88.43  1.72  25.52   3.06  25.52
 2021   1  24  21 20.20   19.57   19.88 16.17  96.00         0.30 88.48  1.66  32.72   2.95  32.68
 2021   1  24  22 19.90   19.36   19.63 15.93  96.50         0.33 88.48  1.55  38.66   2.78  38.84
 2021   1  24  23 19.58   19.15   19.37 15.75  97.25         0.33 88.42  1.49  38.19   2.73  38.25
 2021   1  25   0 19.41   19.04   19.23 15.62  97.56         0.44 88.36  1.51  34.68   2.77  34.54
 2021   1  25   1 19.40   19.07   19.23 15.69  97.75         0.74 88.31  1.57  30.91   2.90  30.57
 2021   1  25   2 19.53   19.17   19.35 15.81  97.69         0.89 88.29  1.75  27.71   3.22  27.12
 2021   1  25   3 19.57   19.17   19.37 15.75  97.38         0.78 88.30  2.03  25.28   3.67  24.77
 2021   1  25   4 19.44   19.04   19.24 15.62  97.38         0.53 88.35  2.18  24.36   3.90  24.15
 2021   1  25   5 19.30   18.88   19.09 15.44  97.25         0.36 88.45  2.18  22.07   3.89  22.08
 2021   1  25   6 19.83   19.15   19.49 15.75  95.81         0.29 88.52  2.44  22.04   4.09  22.35
 2021   1  25   7 20.97   19.75   20.36 16.30  92.62         0.31 88.54  2.73  15.79   4.40  15.86
 2021   1  25   8 22.56   19.83   21.20 16.42  84.50         0.36 88.54  3.47   0.39   5.56   0.32
 2021   1  25   9 23.73   19.35   21.55 15.93  76.44         0.46 88.54  3.93 355.09   6.27 354.99
 2021   1  25  10 24.55   19.29   21.92 15.87  72.50         0.55 88.52  3.88 357.69   6.15 357.67
 2021   1  25  11 25.03   19.38   22.21 15.93  70.75         0.56 88.48  3.73   1.44   5.92   1.44
 2021   1  25  12 25.28   19.40   22.33 15.99  69.81         0.48 88.43  3.62   4.58   5.75   4.68
 2021   1  25  13 25.37   19.37   22.37 15.99  69.38         0.39 88.39  3.54   6.59   5.63   6.61
 2021   1  25  14 24.95   19.40   22.18 15.99  71.25         0.28 88.35  3.43   8.11   5.52   8.05
 2021   1  25  15 24.03   19.57   21.80 16.17  76.00         0.18 88.34  3.30  12.59   5.39  12.65
 2021   1  25  16 23.09   19.70   21.40 16.30  81.12         0.15 88.36  3.09  21.69   5.10  21.77
 2021   1  25  17 21.92   19.73   20.82 16.30  87.25         0.16 88.41  2.58  35.62   4.36  35.66
 2021   1  25  18 20.64   19.36   20.00 15.93  92.31         0.16 88.47  2.31  50.34   4.07  50.38
 2021   1  25  19 19.91   18.90   19.41 15.50  93.88         0.13 88.52  2.65  58.89   4.59  58.94
 2021   1  25  20 19.48   18.59   19.03 15.20  94.56         0.07 88.57  2.89  58.16   4.95  58.29
 2021   1  25  21 19.19   18.39   18.79 14.95  95.00         0.02 88.64  3.07  54.65   5.26  54.80
 2021   1  25  22 19.01   18.19   18.60 14.77  94.94         0.02 88.69  3.09  52.29   5.30  52.49
 2021   1  25  23 18.78   18.00   18.39 14.59  95.12         0.02 88.64  2.88  49.62   4.99  50.02
 2021   1  26   0 18.54   17.82   18.18 14.40  95.44         0.04 88.60  2.74  49.40   4.74  49.88
 2021   1  26   1 18.42   17.70   18.06 14.34  95.50         0.04 88.57  2.60  49.75   4.49  50.22
 2021   1  26   2 18.37   17.66   18.01 14.28  95.56         0.06 88.54  2.58  47.82   4.47  48.26
 2021   1  26   3 18.33   17.67   18.00 14.28  95.81         0.08 88.55  2.55  45.25   4.43  45.79
 2021   1  26   4 18.36   17.70   18.03 14.34  95.88         0.10 88.59  2.71  42.20   4.71  42.45
 2021   1  26   5 18.40   17.78   18.09 14.40  96.00         0.09 88.64  2.59  41.33   4.56  41.39
 2021   1  26   6 19.00   18.19   18.59 14.77  94.94         0.05 88.71  2.75  45.35   4.61  45.34
 2021   1  26   7 20.14   18.46   19.30 15.01  89.88         0.04 88.76  3.64  37.07   6.03  37.15
 2021   1  26   8 20.92   18.05   19.48 14.65  83.50         0.04 88.77  4.08  28.09   6.72  28.14
 2021   1  26   9 21.58   17.70   19.65 14.28  78.44         0.07 88.78  4.13  21.66   6.73  21.65
 2021   1  26  10 22.73   17.71   20.22 14.28  73.19         0.10 88.75  3.99  18.97   6.40  18.88
 2021   1  26  11 24.05   17.91   20.98 14.53  68.44         0.13 88.69  3.81  16.69   6.02  16.60
 2021   1  26  12 24.78   18.07   21.43 14.65  66.19         0.18 88.63  3.55  14.01   5.59  14.00
 2021   1  26  13 24.64   18.11   21.37 14.71  66.88         0.20 88.57  3.21  11.64   5.08  11.71
 2021   1  26  14 24.27   18.16   21.22 14.77  68.62         0.20 88.52  2.89  10.76   4.59  10.79
 2021   1  26  15 23.70   18.26   20.98 14.89  71.44         0.20 88.51  2.53  11.21   4.06  11.44
 2021   1  26  16 23.02   18.56   20.79 15.14  75.88         0.19 88.53  2.12  12.80   3.45  12.68
 2021   1  26  17 22.00   19.15   20.58 15.69  83.81         0.18 88.57  1.50  15.70   2.56  15.73
 2021   1  26  18 20.36   19.23   19.80 15.81  93.12         0.16 88.62  0.86  22.38   1.85  22.66
 2021   1  26  19 19.63   18.83   19.23 15.38  95.00         0.14 88.66  0.94  27.63   2.02  27.36
 2021   1  26  20 19.28   18.62   18.95 15.20  95.81         0.12 88.69  1.12  31.58   2.29  31.30
 2021   1  26  21 19.02   18.51   18.76 15.08  96.75         0.12 88.72  1.31  35.50   2.58  35.13
 2021   1  26  22 18.83   18.44   18.63 15.01  97.50         0.13 88.70  1.46  38.47   2.79  38.28
 2021   1  26  23 18.73   18.37   18.55 14.95  97.75         0.10 88.65  1.61  41.05   2.97  40.94
 2021   1  27   0 18.56   18.23   18.40 14.83  97.81         0.07 88.60  1.64  42.29   3.00  42.36
 2021   1  27   1 18.42   18.08   18.25 14.71  97.75         0.05 88.56  1.61  43.04   2.95  43.17
 2021   1  27   2 18.31   17.95   18.13 14.59  97.69         0.05 88.55  1.60  43.61   2.91  43.69
 2021   1  27   3 18.13   17.80   17.97 14.40  97.75         0.07 88.57  1.47  47.58   2.72  47.68
 2021   1  27   4 17.96   17.65   17.80 14.28  97.94         0.12 88.60  1.33  51.45   2.52  51.53
 2021   1  27   5 17.86   17.55   17.71 14.16  97.94         0.16 88.66  1.25  50.33   2.43  49.96
 2021   1  27   6 18.85   18.12   18.49 14.71  95.38         0.15 88.72  1.98  45.48   3.28  45.29
 2021   1  27   7 20.53   18.88   19.70 15.38  90.12         0.17 88.75  2.27  33.91   3.58  33.86
 2021   1  27   8 22.58   18.85   20.71 15.38  79.44         0.24 88.74  2.54  17.71   3.93  17.71
 2021   1  27   9 24.12   18.51   21.31 15.08  70.75         0.32 88.71  2.48   7.59   3.77   7.51
 2021   1  27  10 25.18   18.48   21.83 15.08  66.38         0.48 88.66  2.33   0.19   3.48   0.26
 2021   1  27  11 26.02   18.65   22.33 15.20  63.75         0.54 88.57  2.20 352.24   3.28 352.33
 2021   1  27  12 26.55   18.70   22.62 15.26  62.00         0.44 88.48  2.12 344.63   3.17 344.87
 2021   1  27  13 26.90   18.80   22.85 15.38  61.12         0.32 88.39  2.14 336.99   3.22 337.17
 2021   1  27  14 26.19   19.00   22.59 15.62  64.56         0.31 88.34  2.07 330.34   3.19 330.67
 2021   1  27  15 25.46   19.33   22.40 15.93  68.81         0.25 88.31  2.03 325.51   3.20 325.65
 2021   1  27  16 24.63   19.65   22.14 16.24  73.69         0.20 88.33  1.86 324.77   2.98 324.81
 2021   1  27  17 23.45   20.10   21.78 16.72  81.38         0.15 88.38  1.34 327.89   2.30 327.93
 2021   1  27  18 21.78   20.29   21.04 16.91  91.06         0.11 88.44  0.77 334.21   1.73 334.01
 2021   1  27  19 20.98   19.88   20.43 16.48  93.31         0.05 88.52  0.74 345.96   1.75 344.97
 2021   1  27  20 20.37   19.49   19.93 16.05  94.56         0.03 88.58  0.78 357.14   1.82 356.30
 2021   1  27  21 19.71   19.08   19.40 15.62  95.94         0.01 88.63  0.81   6.65   1.85   6.29
 2021   1  27  22 19.13   18.69   18.91 15.26  97.12         0.01 88.63  0.82  13.77   1.86  13.57
 2021   1  27  23 18.54   18.32   18.43 14.89  98.50         0.00 88.59  0.82  17.22   1.88  16.93
 2021   1  28   0 18.07   18.01   18.04 14.59  99.44         0.01 88.52  0.81  17.39   1.89  16.86
 2021   1  28   1 17.72   17.75   17.73 14.40 100.00         0.01 88.46  0.79  19.16   1.87  19.27
 2021   1  28   2 17.51   17.57   17.54 14.22 100.00         0.00 88.46  0.76  39.58   1.81  39.74
 2021   1  28   3 17.48   17.47   17.48 14.16  99.81         0.00 88.51  0.89  58.95   1.99  59.00
 2021   1  28   4 17.50   17.34   17.42 14.04  98.88         0.00 88.54  1.05  57.14   2.24  57.25
 2021   1  28   5 17.56   17.26   17.40 13.92  97.94         0.00 88.59  1.27  55.82   2.53  56.06
 2021   1  28   6 18.89   17.73   18.31 14.34  92.88         0.00 88.67  2.10  56.07   3.46  56.24
 2021   1  28   7 21.23   18.55   19.90 15.08  84.50         0.02 88.72  2.08  43.78   3.23  43.82
 2021   1  28   8 23.84   19.21   21.52 15.75  75.19         0.08 88.71  2.08  18.43   3.14  18.30
 2021   1  28   9 25.23   19.30   22.26 15.87  69.62         0.11 88.67  1.94   4.86   2.89   4.82
 2021   1  28  10 26.12   19.30   22.71 15.87  66.06         0.13 88.62  1.83 355.83   2.70 355.68
 2021   1  28  11 26.69   19.30   23.00 15.87  63.88         0.20 88.56  1.80 344.88   2.66 344.82
 2021   1  28  12 26.91   19.29   23.10 15.87  63.00         0.29 88.50  1.82 334.64   2.71 334.54
 2021   1  28  13 26.96   19.27   23.12 15.87  62.75         0.30 88.46  1.78 325.54   2.67 325.47
 2021   1  28  14 26.81   19.37   23.08 15.93  63.62         0.26 88.44  1.65 316.15   2.48 316.15
 2021   1  28  15 26.04   19.76   22.90 16.36  68.31         0.24 88.45  1.35 302.50   2.08 302.44
 2021   1  28  16 25.30   20.69   22.99 17.33  75.62         0.23 88.50  0.97 290.34   1.64 290.33
 2021   1  28  17 23.99   20.52   22.26 17.15  80.94         0.21 88.56  0.87 280.30   1.57 279.74
 2021   1  28  18 22.46   21.08   21.77 17.70  91.75         0.20 88.62  0.51 272.64   1.23 273.28
 2021   1  28  19 21.80   20.90   21.34 17.52  94.56         0.25 88.67  0.44 273.07   1.14 273.14
 2021   1  28  20 21.38   20.73   21.05 17.27  95.88         0.62 88.71  0.45 274.01   1.12 274.40
 2021   1  28  21 21.09   20.57   20.83 17.15  96.69         1.53 88.74  0.51 277.88   1.17 277.70
 2021   1  28  22 20.83   20.38   20.61 16.97  97.12         1.65 88.71  0.67 278.70   1.41 278.58
 2021   1  28  23 20.58   20.17   20.38 16.72  97.31         1.15 88.63  0.92 278.75   1.85 278.99
 2021   1  29   0 20.36   19.98   20.16 16.54  97.56         0.51 88.54  1.11 274.83   2.18 275.14
 2021   1  29   1 20.10   19.76   19.93 16.36  97.88         0.22 88.49  1.12 260.80   2.19 260.97
 2021   1  29   2 19.90   19.58   19.74 16.17  97.94         0.09 88.51  1.08 240.10   2.15 240.18
 2021   1  29   3 19.71   19.40   19.55 15.93  98.00         0.03 88.58  1.01 225.63   2.04 225.31
 2021   1  29   4 19.44   19.18   19.31 15.69  98.19         0.05 88.66  0.83 199.29   1.78 199.47
 2021   1  29   5 19.20   18.94   19.07 15.50  98.25         0.05 88.73  0.89 174.49   1.90 175.76
 2021   1  29   6 19.71   19.23   19.48 15.75  96.94         0.03 88.80  1.00 168.69   1.85 170.02
 2021   1  29   7 20.66   19.61   20.13 16.11  93.56         0.07 88.87  0.99 153.64   1.54 154.74
 2021   1  29   8 22.76   19.30   21.02 15.81  80.94         0.09 88.88  0.65 146.69   1.02 149.49
 2021   1  29   9 24.98   18.07   21.52 14.71  65.69         0.06 88.84  0.22 200.32   0.35 204.86
 2021   1  29  10 26.37   17.37   21.87 14.04  57.88         0.05 88.77  0.86 273.12   1.26 272.84
 2021   1  29  11 26.45   17.44   21.94 14.10  57.75         0.03 88.72  1.44 266.27   2.14 266.23
 2021   1  29  12 26.62   18.01   22.32 14.59  59.19         0.07 88.69  1.67 256.16   2.49 256.22
 2021   1  29  13 26.37   18.39   22.38 14.95  61.44         0.09 88.66  1.70 248.39   2.56 248.52
 2021   1  29  14 25.77   18.53   22.15 15.08  64.19         0.05 88.65  1.66 236.53   2.54 236.95
 2021   1  29  15 25.37   18.66   22.01 15.20  66.31         0.05 88.65  1.58 228.60   2.44 228.90
 2021   1  29  16 24.74   18.92   21.83 15.50  70.00         0.06 88.65  1.35 222.43   2.15 222.64
 2021   1  29  17 23.72   19.59   21.65 16.17  77.69         0.04 88.67  0.95 216.68   1.70 217.13
 2021   1  29  18 21.80   19.92   20.86 16.48  88.94         0.02 88.68  0.59 220.68   1.47 222.19
 2021   1  29  19 20.97   19.33   20.15 15.87  90.25         0.01 88.70  0.61 221.88   1.58 222.60
 2021   1  29  20 20.45   18.95   19.70 15.44  90.94         0.01 88.79  0.62 172.79   1.57 171.99
 2021   1  29  21 19.88   18.78   19.33 15.32  93.19         0.01 88.86  0.67 140.19   1.82 140.57
 2021   1  29  22 19.73   18.40   19.07 14.95  91.94         0.01 88.82  0.69 137.77   1.59 138.18
 2021   1  29  23 19.33   18.37   18.85 14.95  94.12         0.01 88.79  0.70 137.73   1.76 138.05
 2021   1  30   0 19.05   18.01   18.53 14.59  93.56         0.03 88.74  1.06 135.00   2.26 135.00
 2021   1  30   1 18.58   17.60   18.09 14.22  93.88         0.04 88.67  1.06 131.42   2.23 131.73
 2021   1  30   2 18.11   17.32   17.71 13.98  95.00         0.03 88.60  0.88 130.66   1.92 131.21
 2021   1  30   3 17.86   17.12   17.49 13.79  95.31         0.03 88.60  0.84 131.24   1.90 131.83
 2021   1  30   4 17.70   16.98   17.33 13.67  95.31         0.03 88.66  0.82 128.83   1.91 129.69
 2021   1  30   5 17.65   16.92   17.28 13.61  95.38         0.03 88.72  0.76 124.18   1.87 124.95
 2021   1  30   6 19.17   17.65   18.41 14.22  90.75         0.05 88.77  1.18 117.58   2.06 118.32
 2021   1  30   7 20.69   18.16   19.43 14.71  85.31         0.14 88.81  1.26 112.26   1.89 112.55
 2021   1  30   8 23.48   18.40   20.94 14.95  73.12         0.23 88.81  0.59 134.46   0.83 135.76
 2021   1  30   9 25.76   18.31   22.04 14.89  63.44         0.33 88.78  0.44 230.71   0.64 232.99
 2021   1  30  10 27.05   18.58   22.82 15.14  59.75         0.44 88.72  0.91 257.63   1.31 258.62
 2021   1  30  11 27.57   18.89   23.23 15.44  59.12         0.55 88.65  1.21 262.18   1.75 262.81
 2021   1  30  12 27.50   19.03   23.26 15.56  59.88         0.71 88.58  1.34 258.89   1.96 259.18
 2021   1  30  13 27.33   19.18   23.26 15.75  61.00         0.99 88.51  1.44 253.93   2.12 253.97
 2021   1  30  14 26.90   19.30   23.10 15.87  63.00         1.20 88.46  1.43 249.88   2.14 249.91
 2021   1  30  15 26.09   19.56   22.83 16.11  67.19         1.21 88.43  1.38 247.36   2.11 247.53
 2021   1  30  16 25.44   20.18   22.81 16.78  72.62         1.22 88.44  1.23 245.56   1.94 245.29
 2021   1  30  17 24.37   20.56   22.46 17.21  79.25         1.90 88.47  0.95 245.13   1.71 244.84
 2021   1  30  18 22.37   20.75   21.55 17.40  90.44         2.68 88.50  0.60 248.48   1.58 247.88
 2021   1  30  19 21.38   20.16   20.77 16.72  92.62         1.30 88.52  0.68 252.61   1.81 252.19
 2021   1  30  20 20.78   19.75   20.26 16.30  93.75         0.50 88.51  0.80 254.05   1.98 253.28
 2021   1  30  21 20.33   19.48   19.90 16.05  94.69         0.95 88.53  0.96 252.90   2.11 252.77
 2021   1  30  22 20.20   19.46   19.83 15.99  95.31         0.95 88.51  1.20 254.52   2.38 254.60
 2021   1  30  23 19.94   19.42   19.68 15.99  96.75         1.36 88.46  1.26 265.38   2.37 265.64
 2021   1  31   0 19.61   19.28   19.44 15.87  97.81         1.01 88.41  0.89 274.05   1.80 274.97
 2021   1  31   1 19.38   19.14   19.26 15.69  98.31         0.71 88.42  0.77 284.74   1.71 285.62
 2021   1  31   2 19.40   19.09   19.24 15.69  98.00         0.62 88.44  1.18 291.45   2.40 291.97
 2021   1  31   3 19.42   19.07   19.24 15.62  97.69         0.24 88.46  1.64 299.37   3.11 300.69
 2021   1  31   4 19.37   19.01   19.19 15.56  97.69         0.07 88.47  1.86 309.04   3.44 310.86
 2021   1  31   5 19.43   19.04   19.23 15.62  97.44         0.15 88.48  2.09 310.30   3.75 311.62
 2021   1  31   6 19.66   19.22   19.44 15.81  97.12         0.42 88.50  2.32 301.23   4.00 302.23
 2021   1  31   7 20.38   19.69   20.04 16.24  95.69         0.43 88.56  2.22 305.42   3.64 306.35
 2021   1  31   8 21.53   20.12   20.83 16.66  91.50         0.28 88.57  2.59 304.94   4.16 305.69
 2021   1  31   9 22.85   20.13   21.49 16.72  84.50         0.11 88.56  2.94 302.51   4.68 303.00
 2021   1  31  10 24.17   20.13   22.15 16.72  78.06         0.07 88.53  3.12 301.38   4.92 301.82
 2021   1  31  11 25.01   20.04   22.53 16.60  73.81         0.11 88.47  3.15 298.92   4.95 299.20
 2021   1  31  12 25.37   20.00   22.68 16.60  72.06         0.16 88.39  3.05 294.40   4.77 294.68
 2021   1  31  13 25.47   19.95   22.71 16.54  71.50         0.23 88.32  2.81 288.33   4.40 288.43
 2021   1  31  14 25.37   19.98   22.67 16.60  72.06         0.28 88.28  2.53 281.38   3.99 281.42
